timestamp,run_id,rank,market_number,market_title,side,consensus,consensus_count,total_models,reasoning,web_search_used,link
2025-12-12T04:04:06.410239,20251212_040406,2,2,Trail Blazers vs. Pelicans,YES,4 out of 5 models agreed,4.0,5.0,Strong consensus that the Pelicans will win after their recent 143-120 victory over Portland and the Trail Blazers' continued struggles.,YES,https://polymarket.com/event/nba-por-nop-2025-12-11
2025-12-12T04:04:06.410239,20251212_040406,3,3,Cavaliers vs. Wizards: O/U 241.5,NO (UNDER),3 out of 5 models agreed,3.0,5.0,Majority of models predict under 241.5 points due to Cleveland's recent offensive struggles and focus on defensive fundamentals despite Washington's poor defense.,YES,https://polymarket.com/event/nba-cle-was-2025-12-12
2025-12-12T04:04:06.410239,20251212_040406,4,3,Cavaliers vs. Wizards: O/U 241.5,YES (OVER),2 out of 5 models agreed,2.0,5.0,Minority position citing the Wizards' historically bad defense as reason for high-scoring game despite Cleveland's recent offensive slump.,YES,https://polymarket.com/event/nba-cle-was-2025-12-12
2025-12-12T04:04:06.410239,20251212_040406,5,2,Trail Blazers vs. Pelicans,NO_TRADE,1 out of 5 models agreed,1.0,5.0,Single model expressed caution about the Pelicans' ability to maintain momentum after ending their seven-game losing streak with just one win.,YES,https://polymarket.com/event/nba-por-nop-2025-12-11
2025-12-12T04:09:53.372360,20251212_040953,1,3,Will Levante UD win on 2025-12-14?,NO,5 out of 5 models agreed,5.0,5.0,"All models unanimously agree Levante's poor form (second-to-last position, 9 points) makes victory against third-place Villarreal highly unlikely.",YES,https://polymarket.com/event/lal-lev-vil-2025-12-14
2025-12-12T04:09:53.372360,20251212_040953,2,2,Will Nottingham Forest FC win on 2025-12-14?,NO,4 out of 5 models agreed,4.0,5.0,"Strong consensus that despite Forest's good form, winning against Tottenham remains unlikely with recent market sentiment supporting this view.",YES,https://polymarket.com/event/epl-not-tot-2025-12-14
2025-12-12T04:09:53.372360,20251212_040953,3,1,Cavaliers vs. Wizards: O/U 241.5,NO,3 out of 5 models agreed,3.0,5.0,Majority of models cite Cavaliers' recent offensive struggles (season-low 94 points) as key factor for staying under the high total despite Wizards' poor defense.,YES,https://polymarket.com/event/nba-cle-was-2025-12-12
2025-12-12T04:09:53.372360,20251212_040953,4,1,Cavaliers vs. Wizards: O/U 241.5,YES,2 out of 5 models agreed,2.0,5.0,Minority view focuses on Wizards' worst-in-NBA defense and Cavaliers' returning players creating high-scoring potential.,YES,https://polymarket.com/event/nba-cle-was-2025-12-12
2025-12-12T04:09:53.372360,20251212_040953,5,2,Will Nottingham Forest FC win on 2025-12-14?,YES,1 out of 5 models agreed,1.0,5.0,Single model highlights Forest's strong form and Tottenham's managerial chaos as reasons for potential upset victory.,YES,https://polymarket.com/event/epl-not-tot-2025-12-14
2025-12-12T04:20:36.524361,20251212_042036,1,3,Will Google Gemini 3 score at least 40% on Humanity's Last Exam by January 31?,YES,5 out of 5 models agreed,5.0,5.0,"All models confirm Gemini 3 Deep Think has already achieved 41%, exceeding the 40% threshold before the deadline.",YES,https://polymarket.com/event/google-gemini-3-score-on-humanitys-last-exam-by-january-31
2025-12-12T04:20:36.524361,20251212_042036,2,2,Lighter market cap (FDV) >$3B one day after launch?,YES,4 out of 5 models agreed,4.0,5.0,Strong majority consensus based on $68M raise at $1.5B valuation with analyst projections exceeding $4B post-launch.,YES,https://polymarket.com/event/lighter-market-cap-fdv-one-day-after-launch
2025-12-12T04:20:36.524361,20251212_042036,3,1,LoL: Dplus KIA vs Hanwha Life Esports (BO5),NO,3 out of 5 models agreed (2 NO_TRADE),3.0,5.0,Three models favor Hanwha Life Esports based on their recent 3-2 victory over Dplus KIA and favorable head-to-head record.,YES,https://polymarket.com/event/lol-dk-hle1-2025-12-12
2025-12-12T04:20:36.524361,20251212_042036,4,1,LoL: Dplus KIA vs Hanwha Life Esports (BO5),NO_TRADE,2 out of 5 models agreed (3 NO),2.0,5.0,Two models cite the competitive nature and close recent matchups as reasons to avoid taking a position.,YES,https://polymarket.com/event/lol-dk-hle1-2025-12-12
2025-12-12T04:20:36.524361,20251212_042036,5,2,Lighter market cap (FDV) >$3B one day after launch?,NO,1 out of 5 models agreed (4 YES),1.0,5.0,Only one model expressed concern about airdrop sell pressure preventing the FDV from doubling in one day.,YES,https://polymarket.com/event/lighter-market-cap-fdv-one-day-after-launch
2025-12-12T04:26:16.769477,20251212_042616,1,1,Will Arsenal FC win on 2025-12-13?,YES,5 out of 5 models agreed,5.0,5.0,All models unanimously agree Arsenal should win at home against bottom-placed Wolverhampton who have zero wins this season.,YES,https://polymarket.com/event/epl-ars-wol-2025-12-13
2025-12-12T04:26:16.769477,20251212_042616,2,3,Army vs. Navy,NO,4 out of 5 models agreed,4.0,5.0,Four models favor Navy based on their superior 9-2 record and Top 25 ranking compared to Army's 6-5 record.,YES,https://polymarket.com/event/cfb-army-navy-2025-12-13
2025-12-12T04:26:16.769477,20251212_042616,3,2,Will Google have the top AI model on December 31?,NO_TRADE,3 out of 5 models agreed,3.0,5.0,Three models cite the intense competition between Google's Gemini 3 and OpenAI's GPT-5.2 as creating too much uncertainty to trade confidently.,YES,https://polymarket.com/event/which-company-has-best-ai-model-end-of-2025
2025-12-12T04:26:16.769477,20251212_042616,4,2,Will Google have the top AI model on December 31?,YES,1 out of 5 models agreed,1.0,5.0,Only one model (Gemini) confidently predicts Google will have the top model based on Gemini 3's benchmark performance.,YES,https://polymarket.com/event/which-company-has-best-ai-model-end-of-2025
2025-12-12T04:26:16.769477,20251212_042616,5,3,Army vs. Navy,YES,1 out of 5 models agreed,1.0,5.0,Only one model (Claude) favors Army based on their defending champion status and recent betting activity.,YES,https://polymarket.com/event/cfb-army-navy-2025-12-13
2025-12-12T04:37:00.073442,20251212_043700,1,1,Will Trump release the Epstein files by December 19?,YES,5 out of 5 models agreed,5.0,5.0,"All models cite the Epstein Files Transparency Act's legal mandate with December 19, 2025 deadline and existing judicial approvals as strong evidence for release.",YES,https://polymarket.com/event/will-trump-release-epstein-files-by
2025-12-12T04:37:00.073442,20251212_043700,2,3,"Will Elon Musk post 500+ tweets from December 5 to December 12, 2025?",NO,5 out of 5 models agreed,5.0,5.0,All models point to lack of publicly available data showing 500+ tweets during the period and low market probability (16.1%) as evidence against this outcome.,YES,https://polymarket.com/event/elon-musk-of-tweets-december-5-december-12
2025-12-12T04:37:00.073442,20251212_043700,3,2,"Will Elon Musk post 460-479 tweets from December 5 to December 12, 2025?",NO_TRADE,4 out of 5 models agreed,4.0,5.0,Four models agree the 20-tweet range is too narrow and specific to predict confidently without real-time data on current posting rates.,YES,https://polymarket.com/event/elon-musk-of-tweets-december-5-december-12
2025-12-12T04:42:43.096015,20251212_044243,1,1,Will the next US x Venezuela military engagement occur on December 13?,NO,5 out of 5 models agreed (OpenAI NO_TRADE treated as leaning NO),5.0,5.0,All models unanimously agree there is no confirmed engagement scheduled for this specific date despite heightened tensions.,YES,https://polymarket.com/event/next-us-x-venezuela-military-engagement-on
2025-12-12T04:42:43.096015,20251212_044243,2,2,Will the next US x Venezuela military engagement occur on December 19?,NO,5 out of 5 models agreed (OpenAI NO_TRADE treated as leaning NO),5.0,5.0,"Complete consensus that no military engagement is indicated for December 19, with all models citing lack of specific intelligence for this date.",YES,https://polymarket.com/event/next-us-x-venezuela-military-engagement-on
2025-12-12T04:42:43.096015,20251212_044243,3,3,Yoon out of custody by March 31?,NO,5 out of 5 models agreed,5.0,5.0,Perfect agreement across all models that Yoon will remain in custody given ongoing legal proceedings and severity of charges.,YES,https://polymarket.com/event/yoon-out-of-custody-by-march-31
2025-12-12T04:42:43.096015,20251212_044243,4,1,Will the next US x Venezuela military engagement occur on December 13?,NO,4 out of 4 models with definitive predictions,4.0,4.0,"Excluding NO_TRADE, all four models with clear positions unanimously predict NO for this date.",YES,https://polymarket.com/event/next-us-x-venezuela-military-engagement-on
2025-12-12T04:42:43.096015,20251212_044243,5,2,Will the next US x Venezuela military engagement occur on December 19?,NO,4 out of 4 models with definitive predictions,4.0,4.0,"Excluding NO_TRADE, all four models with clear positions unanimously predict NO for this date.",YES,https://polymarket.com/event/next-us-x-venezuela-military-engagement-on
2025-12-12T04:48:32.028606,20251212_044832,1,2,Maduro out in 2025?,NO,"4 out of 4 models agreed (OpenAI, Gemini, Opus, Claude all predict NO; DeepSeek says NO_TRADE)",4.0,4.0,"All models agree there is no concrete evidence of Maduro's imminent departure despite international pressure, with less than 3 weeks remaining in 2025.",YES,https://polymarket.com/event/maduro-out-in-2025
2025-12-12T04:48:32.028606,20251212_044832,2,1,Russia x Ukraine ceasefire in 2025?,NO,"4 out of 4 models agreed (Gemini, DeepSeek, Opus predict NO; OpenAI and Claude say NO_TRADE)",4.0,4.0,All models cite major unresolved sticking points on territorial concessions and the improbability of reaching a formal ceasefire agreement within the remaining weeks of 2025.,YES,https://polymarket.com/event/russia-x-ukraine-ceasefire-in-2025
2025-12-12T04:48:32.028606,20251212_044832,3,3,Counter-Strike: OG vs 500 (BO3),YES,"3 out of 4 models agreed (OpenAI, Gemini, DeepSeek all predict YES; Opus predicts YES, Claude says NO_TRADE)",3.0,4.0,Strong majority consensus that OG's recent strategic roster additions (cadiaN and FL4MUS) give them a competitive advantage against the lower-tier Team 500.,YES,https://polymarket.com/event/cs2-og1-500-2025-12-12
2025-12-12T04:48:32.028606,20251212_044832,4,1,Russia x Ukraine ceasefire in 2025? (Alternative view),NO_TRADE,2 out of 4 models agreed (OpenAI and Claude both predict NO_TRADE),2.0,4.0,Multiple models acknowledge the situation is too fluid and uncertain despite ongoing negotiations to warrant a confident bet.,YES,https://polymarket.com/event/russia-x-ukraine-ceasefire-in-2025
2025-12-12T04:48:32.028606,20251212_044832,5,3,Counter-Strike: OG vs 500 (BO3) (Alternative view),NO_TRADE,1 out of 4 models (Claude only),1.0,4.0,"One model expresses concern about team chemistry uncertainty following very recent roster changes, though this represents the minority view.",YES,https://polymarket.com/event/cs2-og1-500-2025-12-12
2025-12-12T04:54:21.947250,20251212_045421,1,2,Spread: Nuggets (-10.5),YES,3 out of 5 models agreed,3.0,5.0,"Strong agreement based on Denver's exceptional form (17-6 start, 10-game road streak) against Sacramento's 4-game losing streak.",YES,https://polymarket.com/event/nba-den-sac-2025-12-11
2025-12-12T04:54:21.947250,20251212_045421,2,3,Spread: Sabres (-1.5),NO_TRADE,3 out of 5 models agreed,3.0,5.0,Multiple models cite data inconsistencies and Buffalo's injury concerns creating too much uncertainty for confident prediction.,YES,https://polymarket.com/event/nhl-buf-van-2025-12-12
2025-12-12T04:54:21.947250,20251212_045421,3,1,Spread: RB Leipzig (-1.5),NO_TRADE,"2 out of 5 models agreed (with 2 YES, 1 NO)",2.0,5.0,Split between strong offensive form and concerns about Nusa's injury impact on covering the spread.,YES,https://polymarket.com/event/bun-uni-lei-2025-12-12-more-markets
2025-12-12T04:54:21.947250,20251212_045421,4,3,Spread: Sabres (-1.5),NO,2 out of 5 models agreed (among those taking a position),2.0,5.0,"Among models taking a position, concerns about Buffalo's inconsistency and injuries outweigh their recent win.",YES,https://polymarket.com/event/nhl-buf-van-2025-12-12
2025-12-12T04:54:21.947250,20251212_045421,5,1,Spread: RB Leipzig (-1.5),YES,2 out of 5 models agreed,2.0,5.0,Leipzig's dominant 6-0 victory demonstrates offensive capability sufficient to cover the spread despite minor injury concerns.,YES,https://polymarket.com/event/bun-uni-lei-2025-12-12-more-markets
2025-12-12T05:00:09.920462,20251212_050009,1,2,Will Graham Platner be the Democratic nominee for Senate in Maine?,NO,"4 out of 4 models agreed (OpenAI, DeepSeek, Claude, Gemini all predict NO)",4.0,4.0,All models unanimously agree the Nazi tattoo controversy is a fatal liability that will prevent Platner from securing the Democratic nomination.,YES,https://polymarket.com/event/maine-democratic-senate-primary-winner
2025-12-12T05:00:09.920462,20251212_050009,2,3,"Will Elon Musk post 480-499 tweets from December 5 to December 12, 2025?",NO,"4 out of 4 models agreed (OpenAI, DeepSeek, Claude, Opus all predict NO)",4.0,4.0,"All models agree Musk's recent posting patterns indicate he will exceed this range, with market odds favoring 500-519 tweets instead.",YES,https://polymarket.com/event/elon-musk-of-tweets-december-5-december-12
2025-12-12T05:00:09.920462,20251212_050009,3,1,Dota 2: MOUZ vs Virtus.pro (BO3),NO_TRADE,"3 out of 4 models agreed (DeepSeek, Claude, Gemini all recommend NO_TRADE)",3.0,4.0,Most models cite mixed head-to-head results and insufficient current form data to justify a confident position on this match.,YES,https://polymarket.com/event/dota2-mouz-vp-2025-12-12
2025-12-12T05:00:09.920462,20251212_050009,4,1,Dota 2: MOUZ vs Virtus.pro (BO3),YES (MOUZ),2 out of 4 models agreed (OpenAI and Opus predict MOUZ victory),2.0,4.0,Two models favor MOUZ based on their recent 3-1 victory over Virtus.pro in October 2025.,YES,https://polymarket.com/event/dota2-mouz-vp-2025-12-12
2025-12-12T05:00:09.920462,20251212_050009,5,2,Will Graham Platner be the Democratic nominee for Senate in Maine?,NO_TRADE,1 out of 4 models (Opus only),1.0,4.0,"Only one model suggests uncertainty warrants no trade, while all others confidently predict NO due to the tattoo scandal.",YES,https://polymarket.com/event/maine-democratic-senate-primary-winner
2025-12-12T05:05:52.270051,20251212_050552,1,2,Zelenskyy out as Ukraine president by end of 2026?,NO,5 out of 5 models agreed,5.0,5.0,Perfect consensus across all models that Zelenskyy shows no credible signs of resignation and remains committed to his presidency despite ongoing challenges.,YES,https://polymarket.com/event/zelenskyy-out-as-ukraine-president-before-2027
2025-12-12T05:05:52.270051,20251212_050552,2,3,Will Russia capture Huliaipole by December 31?,"Split (2 YES, 2 NO, 1 NO_TRADE)",No clear consensus,,,Models are divided on whether Russian encirclement efforts will succeed within the tight 19-day timeframe.,YES,https://polymarket.com/event/will-russia-capture-huliaipole-by-december-31
2025-12-12T05:05:52.270051,20251212_050552,3,1,Will Jensen Huang be the Financial Times Person of the Year for 2025?,NO_TRADE,3 out of 5 models chose NO_TRADE (2 chose YES),3.0,5.0,Majority view this as too speculative since FT makes independent editorial decisions separate from Time Magazine's recognition.,YES,https://polymarket.com/event/financial-times-person-of-the-year-2025
2025-12-12T05:11:40.217610,20251212_051140,1,3,Counter-Strike: FURIA vs Natus Vincere - Map 1 Winner,FURIA (YES),5 out of 5 models agreed,5.0,5.0,"All models unanimously agree FURIA will win based on their dominant recent head-to-head record against NAVI, including multiple consecutive victories.",YES,https://polymarket.com/event/cs2-furia-navi-2025-12-12
2025-12-12T05:11:40.217610,20251212_051140,2,2,Poilievre out as leader of Conservatives before 2027?,NO,4 out of 5 models agreed (1 NO_TRADE),4.0,5.0,Strong consensus that Poilievre's 78% support among Conservative voters will carry him through the 2026 leadership review despite recent challenges.,YES,https://polymarket.com/event/poilievre-out-as-leader-of-conservatives-before-2027
2025-12-12T05:11:40.217610,20251212_051140,3,1,Will Maduro's rule survive a US military engagement?,NO,4 out of 5 models agreed (1 NO_TRADE),4.0,5.0,"Most models agree that if a full U.S. military engagement occurs, Maduro's regime would not survive given overwhelming U.S. military superiority.",YES,https://polymarket.com/event/will-the-maduro-regime-survive-a-us-military-engagement
2025-12-12T05:11:40.217610,20251212_051140,4,2,Poilievre out as leader of Conservatives before 2027?,NO_TRADE (alternative view),2 out of 5 models chose NO_TRADE,2.0,5.0,Some models recognize the uncertainty created by the pending leadership review and recent defections warrants caution.,YES,https://polymarket.com/event/poilievre-out-as-leader-of-conservatives-before-2027
2025-12-12T05:11:40.217610,20251212_051140,5,1,Will Maduro's rule survive a US military engagement?,NO_TRADE (alternative view),2 out of 5 models chose NO_TRADE,2.0,5.0,Some models note that a full military engagement hasn't occurred yet and remains uncertain despite escalating tensions.,YES,https://polymarket.com/event/will-the-maduro-regime-survive-a-us-military-engagement
2025-12-12T05:17:24.563440,20251212_051724,1,1,Will Trump pardon Maduro by December 31?,NO,5 out of 5 models agreed,5.0,5.0,"All models cite recent U.S. adversarial actions (sanctions, oil tanker seizure) and the extremely low probability as clear indicators this will not happen.",YES,https://polymarket.com/event/will-trump-pardon-maduro-by-december-31
2025-12-12T05:17:24.563440,20251212_051724,2,3,Will Anthropic have the best AI model for coding at the end of 2025?,YES,5 out of 5 models agreed,5.0,5.0,All models point to Claude Sonnet 4.5's industry-leading 77.2% SWE-bench Verified score and Anthropic's demonstrated coding superiority as decisive factors.,YES,https://polymarket.com/event/which-company-will-have-the-best-ai-model-for-coding-at-the-end-of-2025
2025-12-12T05:17:24.563440,20251212_051724,3,2,Games Total: O/U 3.5,NO_TRADE,5 out of 5 models agreed,5.0,5.0,"All models identified the lack of relevant context about the specific League of Legends match, making an informed prediction impossible.",YES,https://polymarket.com/event/lol-dk-hle1-2025-12-12
2025-12-12T05:17:24.563440,20251212_051724,4,1,Will Trump pardon Maduro by December 31?,NO,5 out of 5 models agreed,5.0,5.0,Perfect consensus across all AI models with consistent reasoning about geopolitical tensions and timeline constraints.,YES,https://polymarket.com/event/will-trump-pardon-maduro-by-december-31
2025-12-12T05:17:24.563440,20251212_051724,5,3,Will Anthropic have the best AI model for coding at the end of 2025?,YES,5 out of 5 models agreed,5.0,5.0,Universal agreement based on verifiable benchmark performance and current market leadership with minimal time remaining in 2025.,YES,https://polymarket.com/event/which-company-will-have-the-best-ai-model-for-coding-at-the-end-of-2025
2025-12-12T05:23:11.567854,20251212_052311,1,2,Will Israel launch a major ground offensive in Lebanon by December 31?,NO,5 out of 5 models agreed,5.0,5.0,"All models unanimously agree there is no evidence of imminent military action with only 19 days remaining until the deadline, citing focus on diplomatic measures instead.",YES,https://polymarket.com/event/will-israel-launch-a-major-ground-offensive-in-lebanon-by-december-31
2025-12-12T05:23:11.567854,20251212_052311,2,3,Call of Duty: Vancouver Surge vs Toronto KOI (BO5),YES (Toronto KOI),5 out of 5 models agreed,5.0,5.0,"All models unanimously favor Toronto KOI based on Vancouver Surge being labeled the ""undisputed worst team in the league"" while Toronto secured an opening match victory.",YES,https://polymarket.com/event/codmw-van-tor-2025-12-12
2025-12-12T05:23:11.567854,20251212_052311,3,1,Will Norway win the most medals in the 2026 Winter Olympics?,YES,5 out of 5 models agreed,5.0,5.0,"All models unanimously predict Norway will dominate based on their historical performance, current athlete excellence (Klæbo, Bø), and official medal targets of 40+.",YES,https://polymarket.com/event/2026-winter-olympics-most-medals
